Vendor,PurchaseOrder,Item,Description,Quantity,CancelQuantity,QuantityDemandedFinal,EnteredReceivedQuantity,EarlyDeliveryDate,ReceivedDate,DeliveryTime,RemainingQuantity,PercentOfQuantityReceived,ReturnQuantity,PercentOfQuantityReturned
1,1092,4,"NEEDLE  27G X 1/2""",1.0,0.0,1.0,1,2017-12-05,2017-12-04,1,0.0,1.0,0.0,0.0
1,1092,6,SURFACE ART LPS-FLEX EF 3-4 10,1.0,0.0,1.0,1,2017-12-05,2017-12-04,1,0.0,1.0,0.0,0.0
1,1093,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1094,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1096,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-12-05,2017-12-05,0,0.0,1.0,0.0,0.0
8,1099,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-12-13,2017-12-06,7,0.0,1.0,0.0,0.0
8,1100,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-12-07,2017-12-07,0,0.0,1.0,0.0,0.0
8,1100,11,SCREW BN CANC TI FT 6.5 X 40,2.0,0.0,2.0,2,2017-12-07,2017-12-07,0,0.0,1.0,0.0,0.0
8,1101,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-12-07,2017-12-07,0,0.0,1.0,0.0,0.0
8,1101,11,SCREW BN CANC TI FT 6.5 X 40,2.0,0.0,2.0,2,2017-12-07,2017-12-07,0,0.0,1.0,0.0,0.0
3,1106,365-0257; 365-1004; 365-1043; 98,"CFI,ROUTING SKU; CFI GENERATED NON-TIE; CFI,ASSET REPORT ONL",1.0,0.0,1.0,1,2017-12-10,2017-12-08,2,0.0,1.0,0.0,0.0
8,1112,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2017-12-13,2017-12-08,5,0.0,1.0,0.0,0.0
3,1113,LAPTOP,Dell Laptop,1.0,0.0,1.0,1,2017-12-08,2017-12-08,0,0.0,1.0,0.0,0.0
3,1114,FILEFOLDERS,File Folders,25.0,0.0,25.0,25,2017-12-09,2017-12-09,0,0.0,1.0,0.0,0.0
8,1115,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-12-12,2017-12-10,2,0.0,1.0,0.0,0.0
8,1123,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2017-12-13,2017-12-13,0,0.0,1.0,0.0,0.0
8,1126,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-12-27,2017-12-19,8,0.0,1.0,0.0,0.0
1021,1127,ENDOSCOPIC MONITOR,CD Horizon Legacy 5.5,1.0,0.0,1.0,1,2017-12-26,2017-12-26,0,0.0,1.0,0.0,0.0
9,1132,491269,"RESERVOIR, WND EVAC SIL CNTRL BULB 100ML (10/CS)",10.0,0.0,10.0,10,2017-12-30,2017-12-27,3,0.0,1.0,0.0,0.0
5,1138,ENDOSCOPIC MONITOR,CD Horizon Legacy 5.5,1.0,0.0,1.0,1,2017-12-27,2017-12-27,0,0.0,1.0,0.0,0.0
8,1139,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-10,2018-01-02,8,0.0,1.0,0.0,0.0
8,1141,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-11,2018-01-04,7,0.0,1.0,0.0,0.0
8,1142,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-11,2018-01-04,7,0.0,1.0,0.0,0.0
5,1143,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-01-05,2018-01-05,0,0.0,1.0,0.0,0.0
2,1145,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Size Paper, 20",2.0,0.0,2.0,0,2018-01-10,2018-01-05,5,-2.0,0.0,0.0,
2,1145,491494,"Cosco 2000 PLUS(R) Heavy-Duty Line Dater, 5/8 x 1 1/4 Impres",1.0,0.0,1.0,1,2018-01-05,2018-01-05,0,0.0,1.0,0.0,0.0
1003,1146,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-01-08,2018-01-08,0,0.0,1.0,0.0,0.0
1003,1150,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-01-09,2018-01-09,0,0.0,1.0,0.0,0.0
8,1153,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-17,2018-01-09,8,0.0,1.0,0.0,0.0
1036,1149,B1,Waste Baskets,1000.0,0.0,1000.0,1000,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
1036,1155,B1,Waste Baskets,1000.0,0.0,1000.0,1000,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
1036,1156,B1,Waste Baskets,1000.0,0.0,1000.0,1000,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
1,1157,1,GLOVES EXAM LG PF,200.0,0.0,200.0,200,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
8,1158,28,STEM HIP FITMORE  A SIZE 5,5.0,0.0,5.0,5,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
1,1159,1,GLOVES EXAM LG PF,55.0,0.0,55.0,55,2018-01-10,2018-01-10,0,0.0,1.0,0.0,0.0
1003,1162,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-01-11,2018-01-11,0,0.0,1.0,0.0,0.0
8,1163,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-16,2018-01-12,4,0.0,1.0,0.0,0.0
8,1164,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-17,2018-01-12,5,0.0,1.0,0.0,0.0
8,1165,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-16,2018-01-12,4,0.0,1.0,0.0,0.0
8,1172,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-01-18,2018-01-17,1,0.0,1.0,0.0,0.0
8,1172,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-18,2018-01-17,1,0.0,1.0,0.0,0.0
2,1173,664011,"BIC(R) Round Stic Ballpoint Pens, Medium Point, 1.0 mm, Tran",1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1180,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1180,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1188,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1188,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1192,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1192,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-19,2018-01-18,1,0.0,1.0,0.0,0.0
8,1196,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-26,2018-01-24,2,0.0,1.0,0.0,0.0
8,1200,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-27,2018-01-24,3,0.0,1.0,0.0,0.0
8,1202,15,PORTABLE X-RAY MACHINE,1.0,0.0,1.0,1,2018-01-29,2018-01-29,0,0.0,1.0,0.0,0.0
8,1204,25,STEM HIP FITMORE  A SIZE 2,1.0,0.0,1.0,1,2018-01-09,2018-02-01,-23,0.0,1.0,0.0,0.0
8,1204,26,STEM HIP FITMORE  A SIZE 3,1.0,0.0,1.0,1,2018-01-09,2018-02-01,-23,0.0,1.0,0.0,0.0
8,1204,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-01-09,2018-02-01,-23,0.0,1.0,0.0,0.0
8,1204,28,STEM HIP FITMORE  A SIZE 5,1.0,0.0,1.0,1,2018-01-09,2018-02-01,-23,0.0,1.0,0.0,0.0
8,1205,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-13,2018-02-05,8,0.0,1.0,0.0,0.0
1003,1207,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-05,2018-02-05,0,0.0,1.0,0.0,0.0
8,1208,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-14,2018-02-05,9,0.0,1.0,0.0,0.0
1003,1210,70,24x24x2 Filter,2.0,0.0,2.0,2,2018-02-06,2018-02-06,0,0.0,1.0,0.0,0.0
1003,1211,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-06,2018-02-07,-1,0.0,1.0,0.0,0.0
1,1212,MEDICAL SUPPLIES,For Metro Children,10.0,0.0,10.0,10,2017-02-07,2017-02-07,0,0.0,1.0,0.0,0.0
1003,1213,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-12,2018-02-12,0,0.0,1.0,0.0,0.0
1,95,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-06-23,2018-02-12,-234,0.0,1.0,0.0,0.0
1,95,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-06-23,2018-02-12,-234,0.0,1.0,0.0,0.0
1,95,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-06-23,2018-02-12,-234,0.0,1.0,0.0,0.0
1,95,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,10,2017-06-23,2018-02-12,-234,5.0,0.8888888888888888,0.0,0.0
8,1214,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-14,2018-02-12,2,0.0,1.0,0.0,0.0
8,1215,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-15,2018-02-12,3,0.0,1.0,0.0,0.0
9,1222,840310,"LANCET, PUSH-BUTTON SFTY 23G NDL (100/BX 20BX/CS)",10.0,0.0,10.0,10,2018-02-15,2018-02-15,0,0.0,1.0,0.0,0.0
1,1223,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-02-15,2018-02-15,0,0.0,1.0,0.0,0.0
1,1223,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-02-15,2018-02-15,0,0.0,1.0,0.0,0.0
1,1223,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-02-15,2018-02-15,0,0.0,1.0,0.0,0.0
1,1223,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,10,2018-02-15,2018-02-15,0,5.0,0.8888888888888888,0.0,0.0
8,1230,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-15,2018-02-15,0,0.0,1.0,0.0,0.0
1,1233,CNE0022BR,Heavy Duty Quad Cane,1.0,0.0,1.0,1,2018-02-16,2018-02-16,0,0.0,1.0,0.0,0.0
1003,1235,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-16,2018-02-16,0,0.0,1.0,0.0,0.0
1003,1236,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-16,2018-02-16,0,0.0,1.0,0.0,0.0
8,1240,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-28,2018-02-21,7,0.0,1.0,0.0,0.0
8,1243,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-02,2018-02-21,9,0.0,1.0,0.0,0.0
8,1246,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-27,2018-02-22,5,0.0,1.0,0.0,0.0
8,1247,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-27,2018-02-22,5,0.0,1.0,0.0,0.0
1,5,1,GLOVES EXAM LG PF,1.0,0.0,1.0,1,2016-12-08,2018-02-22,-441,0.0,1.0,0.0,0.0
8,1248,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-28,2018-02-22,6,0.0,1.0,0.0,0.0
1,1251,21,URINE AND STOOL COLLECTION PAN,20.0,0.0,20.0,20,2018-02-23,2018-02-23,0,0.0,1.0,0.0,0.0
8,1250,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-02,2018-02-23,7,0.0,1.0,0.0,0.0
8,1249,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-02,2018-02-23,7,0.0,1.0,0.0,0.0
8,1245,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-22,2018-02-23,-1,0.0,1.0,0.0,0.0
1,471,1,GLOVES EXAM LG PF,2.0,0.0,2.0,2,2017-10-16,2018-02-23,-130,0.0,1.0,0.0,0.0
1,471,3,"STERI-STRIP 1/4"" X 3"" WHITE",1.0,0.0,1.0,1,2017-10-19,2018-02-23,-127,0.0,1.0,0.0,0.0
1,471,4,"NEEDLE  27G X 1/2""",1.0,0.0,1.0,1,2017-10-19,2018-02-23,-127,0.0,1.0,0.0,0.0
1003,1252,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-02-26,2018-02-26,0,0.0,1.0,0.0,0.0
1,1254,21,URINE AND STOOL COLLECTION PAN,20.0,0.0,20.0,20,2018-02-27,2018-02-27,0,0.0,1.0,0.0,0.0
1,1255,21,URINE AND STOOL COLLECTION PAN,20.0,0.0,20.0,20,2018-02-28,2018-02-27,1,0.0,1.0,0.0,0.0
8,1256,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-28,2018-02-27,1,0.0,1.0,0.0,0.0
8,1257,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-28,2018-02-27,1,0.0,1.0,0.0,0.0
8,1259,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-02-28,2018-02-27,1,0.0,1.0,0.0,0.0
1,1266,21,URINE AND STOOL COLLECTION PAN,100.0,0.0,100.0,100,2018-03-01,2018-03-01,0,0.0,1.0,0.0,0.0
1042,1269,101,Echo Femoral Hip System,1.0,0.0,1.0,1,2018-03-08,2018-03-06,2,0.0,1.0,0.0,0.0
1043,1283,102,Echo Femoral Hip System,1.0,0.0,1.0,1,2018-03-09,2018-03-06,3,0.0,1.0,0.0,0.0
1,1284,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-07,2018-03-06,1,0.0,1.0,0.0,0.0
1,1285,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-14,2018-03-06,8,0.0,1.0,0.0,0.0
1,1286,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-09,2018-03-06,3,0.0,1.0,0.0,0.0
1,1287,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-14,2018-03-06,8,0.0,1.0,0.0,0.0
1,1290,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-21,2018-03-07,14,0.0,1.0,0.0,0.0
1,1292,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-13,2018-03-07,6,0.0,1.0,0.0,0.0
1,1293,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-15,2018-03-07,8,0.0,1.0,0.0,0.0
1,1296,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2018-03-13,2018-03-07,6,0.0,1.0,0.0,0.0
4,1297,MC70,Handhelds,3.0,0.0,3.0,3,2018-03-22,2018-03-07,15,0.0,1.0,0.0,0.0
1044,1298,1008,Echo Femoral Hip System,1.0,0.0,1.0,1,2018-03-20,2018-03-07,13,0.0,1.0,0.0,0.0
1003,1151,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-01-09,2018-03-08,-58,0.0,1.0,0.0,0.0
1,1134,21,URINE AND STOOL COLLECTION PAN,10000.0,9950.0,50.0,50,2017-12-30,2018-03-08,-68,0.0,1.0,0.0,0.0
8,1306,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-08,2018-03-08,0,0.0,1.0,0.0,0.0
1,1300,200,Tape,1.0,0.0,1.0,1,2018-03-13,2018-03-08,5,0.0,1.0,0.0,0.0
5,1309,ADV ULTRASOUND,Advanced Ultrasound Machine,1.0,0.0,1.0,1,2016-11-01,2018-03-08,-492,0.0,1.0,0.0,0.0
5,1310,ADV ULTRASOUND,Advanced Ultrasound Machine,1.0,0.0,1.0,1,2016-11-01,2016-11-02,-1,0.0,1.0,0.0,0.0
1,1311,1,GLOVES EXAM LG PF,200.0,0.0,200.0,200,2016-11-05,2016-11-21,-16,0.0,1.0,0.0,0.0
1,1312,105,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2016-11-10,2016-11-22,-12,0.0,1.0,0.0,0.0
1,1312,200,Tape,1.0,0.0,1.0,1,2016-11-10,2016-11-22,-12,0.0,1.0,0.0,0.0
8,1313,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2016-11-20,2016-11-24,-4,0.0,1.0,0.0,0.0
1,1308,201,Tape,1.0,0.0,1.0,1,2018-03-20,2018-03-09,11,0.0,1.0,0.0,0.0
1,1315,MC70,Handhelds,3.0,0.0,3.0,3,2016-01-01,2016-01-01,0,0.0,1.0,0.0,0.0
1,1316,MC70,Handhelds,12.0,0.0,12.0,12,2016-01-15,2016-01-15,0,0.0,1.0,0.0,0.0
1,11,1,GLOVES EXAM LG PF,1.0,0.0,1.0,1,2017-02-01,2018-03-12,-404,0.0,1.0,0.0,0.0
1,52,3,"STERI-STRIP 1/4"" X 3"" WHITE",5.0,0.0,5.0,5,2017-05-11,2018-03-12,-305,0.0,1.0,0.0,0.0
8,1318,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-22,2018-03-14,8,0.0,1.0,0.0,0.0
8,1274,8,STEM FEMORAL SOLID LG 165,1.0,0.0,1.0,1,2018-03-11,2018-03-15,-4,0.0,1.0,0.0,0.0
1003,1320,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-03-15,2018-03-15,0,0.0,1.0,0.0,0.0
8,1326,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-21,2018-03-21,0,0.0,1.0,0.0,0.0
8,1326,3409985230,3MM Screw,2.0,0.0,2.0,1,2018-03-21,2018-03-21,0,-1.0,0.5,0.0,0.0
8,271,28,STEM HIP FITMORE  A SIZE 5,1.0,0.0,1.0,1,2017-06-30,2018-03-22,-265,0.0,1.0,0.0,0.0
2,1303,323116,"Office Depot(R) Brand Stainless Steel Ruler, 12",1.0,0.0,1.0,1,2018-03-11,2018-03-22,-11,0.0,1.0,0.0,0.0
8,270,28,STEM HIP FITMORE  A SIZE 5,1.0,0.0,1.0,1,2017-06-29,2018-03-22,-266,0.0,1.0,0.0,0.0
1003,1161,70,24x24x2 Filter,2.0,0.0,2.0,2,2018-01-11,2018-03-22,-70,0.0,1.0,0.0,0.0
8,1328,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-31,2018-03-29,2,0.0,1.0,0.0,0.0
8,1329,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-30,2018-03-29,1,0.0,1.0,0.0,0.0
1003,1330,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-03-29,2018-03-30,-1,0.0,1.0,0.0,0.0
1003,1332,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-02,2018-04-02,0,0.0,1.0,0.0,0.0
1003,1334,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-03,2018-04-03,0,0.0,1.0,0.0,0.0
1003,1335,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-03,2018-04-03,0,0.0,1.0,0.0,0.0
1003,1336,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-04,2018-04-03,1,0.0,1.0,0.0,0.0
1,1347,1,GLOVES EXAM LG PF,10.0,4.0,6.0,6,2018-05-21,2018-04-04,47,0.0,1.0,3.0,0.5
1,1348,2,TAPE TRANSPORE SURG 1X10 YDS,5.0,3.0,2.0,2,2018-05-17,2018-04-04,43,0.0,1.0,0.0,0.0
8,1349,29,STEM HIP FITMORE  A SIZE 6,10.0,3.0,7.0,7,2018-04-09,2018-04-04,5,0.0,1.0,0.0,0.0
4,1352,3-765-GROUP-DENTAL,2018 Group Dental Plans,10.0,0.0,10.0,8,2018-04-13,2018-04-04,9,-2.0,0.8,0.0,0.0
4,1353,3-765-GROUP-DENTAL,2018 Group Dental Plans,10.0,0.0,10.0,8,2018-04-18,2018-04-04,14,-2.0,0.8,0.0,0.0
1003,1355,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-05,2018-04-05,0,0.0,1.0,0.0,0.0
4,1356,3-425-VSP-CI,Your Vision Benefit Summary,401.0,0.0,401.0,401,2018-04-27,2018-04-05,22,0.0,1.0,0.0,0.0
4,1356,3-765-GROUP-DENTAL,2018 Group Dental Plans,364.0,0.0,364.0,364,2018-04-27,2018-04-05,22,0.0,1.0,0.0,0.0
4,1358,3-765-GROUP-DENTAL,2018 Group Dental Plans,10.0,0.0,10.0,10,2018-04-19,2018-04-05,14,0.0,1.0,0.0,0.0
1003,1360,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-05,2018-04-05,0,0.0,1.0,0.0,0.0
4,1361,MC70,MC70 Handhelds,10.0,0.0,10.0,10,2018-04-16,2018-04-05,11,0.0,1.0,0.0,0.0
4,1362,MC70,MC70 Handhelds,10.0,0.0,10.0,10,2018-04-05,2018-04-05,0,0.0,1.0,2.0,0.2
1003,1333,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-03,2018-04-05,-2,0.0,1.0,0.0,0.0
4,1364,3-425-VSP-CI,Your Vision Benefit Summary,550.0,0.0,550.0,550,2018-04-06,2018-04-06,0,0.0,1.0,0.0,0.0
4,1365,3-425-VSP-CI,Your Vision Benefit Summary,601.0,0.0,601.0,601,2018-04-06,2018-04-06,0,0.0,1.0,0.0,0.0
1,1366,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-06,2018-04-06,0,0.0,1.0,0.0,0.0
1,1367,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-06,2018-04-06,0,0.0,1.0,0.0,0.0
4,1370,3-16-NURSE ADVICE LINE,Nurse Advice Line,20.0,2.0,18.0,18,2018-04-11,2018-04-09,2,0.0,1.0,0.0,0.0
4,1371,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-12,2018-04-09,3,0.0,1.0,0.0,0.0
4,1372,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-12,2018-04-09,3,0.0,1.0,0.0,0.0
4,1376,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-12,2018-04-10,2,0.0,1.0,0.0,0.0
4,1377,3-16-NURSE ADVICE LINE,Nurse Advice Line,10.0,0.0,10.0,10,2018-04-11,2018-04-10,1,0.0,1.0,0.0,0.0
1,1378,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-10,2018-04-10,0,0.0,1.0,0.0,0.0
1,1379,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-10,2018-04-10,0,0.0,1.0,0.0,0.0
1,1381,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-04-10,2018-04-10,0,0.0,1.0,5.0,1.0
1,1382,1008,Echo Femoral Hip System,1.0,0.0,1.0,1,2017-01-01,2018-04-11,-465,0.0,1.0,0.0,0.0
8,1383,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-17,2018-04-11,6,0.0,1.0,0.0,0.0
8,1384,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-17,2018-04-11,6,0.0,1.0,0.0,0.0
1,1387,B405962,350 Tyramide Reagent,1.0,0.0,1.0,1,2018-04-11,2018-04-11,0,0.0,1.0,0.0,0.0
8,1388,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-04-11,2018-04-11,0,0.0,1.0,0.0,0.0
8,1388,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2018-04-11,2018-04-11,0,0.0,1.0,0.0,0.0
1,1389,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-11,2018-04-11,0,0.0,1.0,0.0,0.0
1,1390,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-04-12,2018-04-12,0,0.0,1.0,0.0,0.0
1,1391,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-12,2018-04-12,0,0.0,1.0,0.0,0.0
1,1392,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-04-12,2018-04-12,0,0.0,1.0,0.0,0.0
8,1262,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-03-05,2018-04-12,-38,0.0,1.0,0.0,0.0
8,1262,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2018-03-05,2018-04-12,-38,0.0,1.0,0.0,0.0
1003,1397,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-04-12,2018-04-12,0,0.0,1.0,0.0,0.0
5,1398,43,MOUSE LAB ALBINO MALE,150.0,0.0,150.0,150,2017-11-25,2018-04-12,-138,0.0,1.0,0.0,0.0
3,1399,43,MOUSE LAB ALBINO MALE,150.0,0.0,150.0,150,2017-12-01,2018-04-12,-132,0.0,1.0,0.0,0.0
5,1400,23,"Glove, Surgical",20.0,0.0,20.0,20,2017-12-05,2018-04-12,-128,0.0,1.0,0.0,0.0
5,1401,23,"Glove, Surgical",20.0,0.0,20.0,20,2017-12-15,2018-04-12,-118,0.0,1.0,0.0,0.0
5,1401,RESEARCH LAPTOPS,RESEARCH LAPTOPS,30.0,0.0,30.0,30,2017-12-15,2018-04-12,-118,0.0,1.0,0.0,0.0
1027,1402,RESEARCH,Research Time,100000.0,0.0,100000.0,30000,2018-01-01,2018-01-25,-24,-70000.0,0.3,0.0,0.0
1027,1402,RESEARCH,Research Time,100000.0,0.0,100000.0,12500,2018-01-01,2018-04-13,-102,-87500.0,0.125,0.0,0.0
1,1403,SUPPLIES,Supplies,1.0,0.0,1.0,1,2017-04-01,2018-04-13,-377,0.0,1.0,1.0,1.0
1,1404,1008,Echo Femoral Hip System,1.0,0.0,1.0,1,2018-04-15,2018-04-15,0,0.0,1.0,0.0,0.0
5,1047,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-11-20,2018-04-16,-147,0.0,1.0,0.0,0.0
4,1410,3-16-NURSE ADVICE LINE,Nurse Advice Line,21.0,0.0,21.0,10,2018-04-26,2018-04-16,10,-11.0,0.4761904761904762,0.0,0.0
4,1411,3-765-GROUP-DENTAL,2018 Group Dental Plans,21.0,11.0,10.0,10,2018-04-16,2018-04-16,0,0.0,1.0,0.0,0.0
1,1418,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-04-17,2018-04-17,0,0.0,1.0,0.0,0.0
1,1419,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-04-18,2018-04-17,1,0.0,1.0,5.0,1.0
1,1420,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-04-19,2018-04-18,1,0.0,1.0,0.0,0.0
